Timestamp,Topic,Message
2024-07-12 12:56:27,Motion,Detected
2024-07-12 12:56:33,Motion,Not Detected
2024-07-12 12:56:39,Motion,Detected
2024-07-12 12:56:48,Motion,Not Detected
2024-07-12 12:56:51,Motion,Not Detected
2024-07-12 12:56:54,Motion,Not Detected
2024-07-12 12:56:57,Motion,Not Detected
2024-07-12 12:57:00,Motion,Not Detected
2024-07-12 12:57:04,Motion,Not Detected
2024-07-12 12:57:06,Motion,Not Detected
2024-07-12 12:57:09,Motion,Not Detected
2024-07-12 12:57:18,Motion,Detected
2024-07-12 12:57:24,Motion,Not Detected
2024-07-12 12:57:28,Motion,Not Detected
2024-07-12 12:57:31,Motion,Not Detected
2024-07-12 12:57:33,Motion,Not Detected
2024-07-12 12:57:36,Motion,Not Detected
2024-07-12 12:57:39,Motion,Not Detected
2024-07-12 12:57:42,Motion,Not Detected
2024-07-12 12:57:46,Motion,Not Detected
2024-07-12 12:57:48,Motion,Not Detected
2024-07-12 12:57:51,Motion,Not Detected
2024-07-12 12:57:55,Motion,Not Detected
2024-07-12 12:57:57,Motion,Not Detected
2024-07-12 12:58:01,Motion,Not Detected
2024-07-12 12:58:04,Motion,Not Detected
2024-07-12 12:58:06,Motion,Not Detected
2024-07-12 12:58:09,Motion,Not Detected
2024-07-12 12:58:15,Motion,Not Detected
2024-07-12 12:58:21,Motion,Detected
2024-07-12 12:58:28,Motion,Not Detected
2024-07-12 12:58:33,Motion,Detected
2024-07-12 12:58:39,Motion,Not Detected
2024-07-12 12:58:42,Motion,Not Detected
2024-07-12 12:58:48,Motion,Not Detected
2024-07-12 12:58:51,Motion,Not Detected
2024-07-12 12:58:55,Motion,Not Detected
2024-07-12 12:58:57,Motion,Not Detected
2024-07-12 12:59:00,Motion,Not Detected
2024-07-12 12:59:03,Motion,Not Detected
2024-07-12 12:59:09,Motion,Not Detected
2024-07-12 12:59:15,Motion,Not Detected
2024-07-12 12:59:21,Motion,Detected
2024-07-12 12:59:24,Motion,Not Detected
2024-07-12 12:59:30,Motion,Not Detected
2024-07-12 12:59:34,Motion,Not Detected
2024-07-12 12:59:36,Motion,Not Detected
2024-07-12 12:59:39,Motion,Not Detected
2024-07-12 12:59:46,Motion,Not Detected
2024-07-12 12:59:48,Motion,Not Detected
2024-07-12 12:59:51,Motion,Not Detected
2024-07-12 12:59:55,Motion,Not Detected
2024-07-12 12:59:57,Motion,Not Detected
2024-07-12 13:00:00,Motion,Not Detected
2024-07-12 13:00:04,Motion,Not Detected
2024-07-12 13:00:06,Motion,Not Detected
2024-07-12 13:00:12,Motion,Not Detected
2024-07-12 13:00:15,Motion,Not Detected
2024-07-12 13:00:21,Motion,Not Detected
2024-07-12 13:00:24,Motion,Not Detected
2024-07-12 13:00:28,Motion,Not Detected
