Timestamp,Topic,Message
2024-07-11 18:19:10,"Temperature,Humidity","25,46"
2024-07-11 18:19:11,"Temperature,Humidity","21,45"
2024-07-11 18:19:12,"Temperature,Humidity","22,44"
2024-07-11 18:19:13,"Temperature,Humidity","25,46"
2024-07-11 18:19:14,"Temperature,Humidity","24,43"
2024-07-11 18:19:15,"Temperature,Humidity","29,50"
2024-07-11 18:19:16,"Temperature,Humidity","23,63"
2024-07-11 18:19:17,"Temperature,Humidity","30,47"
2024-07-11 18:19:18,"Temperature,Humidity","22,63"
2024-07-11 18:19:19,"Temperature,Humidity","21,55"
2024-07-11 18:19:20,"Temperature,Humidity","23,64"
2024-07-11 18:19:57,"Temperature,Humidity","25,70"
2024-07-11 18:19:58,"Temperature,Humidity","29,43"
2024-07-11 18:19:59,"Temperature,Humidity","22,48"
2024-07-11 18:20:00,"Temperature,Humidity","27,64"
2024-07-11 18:20:01,"Temperature,Humidity","22,70"
2024-07-11 18:20:02,"Temperature,Humidity","30,46"
2024-07-11 18:20:03,"Temperature,Humidity","30,46"
2024-07-11 18:20:04,"Temperature,Humidity","27,70"
